group_id,task,n_members,start_time,end_time,duration,speaker_id,text
35401,PS5,3,41.92,42.16,0.24,2.0,Yeah.
35401,PS5,3,44.64,46.28,1.64,3.0,The topic suddenly changes.
35401,PS5,3,54.32,62.32,8.0,1.0,"Well, so it says value talent, so I guess it's like."
35401,PS5,3,63.64,68.52,4.88,2.0,"When you leave because you're not happy, yeah, job and you want to go to a better company."
35401,PS5,3,68.52,71.92,3.4,1.0,Or maybe when when your ideas are not listened to or.
35401,PS5,3,72.4,72.68,0.28,2.0,Yeah.
35401,PS5,3,82.72,83.96,1.24,1.0,That's tricky because.
35401,PS5,3,85.6,86.0,0.4,3.0,I think.
35401,PS5,3,86.04,92.68,6.64,1.0,"The yeah, if you, if you and I'll do something like pay more people, who wants to live?"
35401,PS5,3,92.68,94.76,2.08,1.0,"It's like everybody's going to ask for a living, right?"
35401,PS5,3,95.44,95.72,0.28,1.0,So.
35401,PS5,3,96.96,115.32,18.36,3.0,I think one thing to stop this by giving a benefit to them like maybe if you work for a certain time you will got this car or more than that you will get this apartment or a room or somewhere or you have like your accuracy bill for a year will be cut off if you but.
35401,PS5,3,117.44,119.32,1.88,1.0,It doesn't have to be monetary.
35401,PS5,3,120.32,121.12,0.8,3.0,Create either.
35401,PS5,3,121.52,124.0,2.48,1.0,And I think so because otherwise that would happen.
35401,PS5,3,124.32,125.04,0.72,1.0,Or like.
35401,PS5,3,126.36,126.72,0.36,3.0,I think.
35401,PS5,3,126.92,131.88,4.96,1.0,It's have to be why we have to think about why people leave the company 1st.
35401,PS5,3,132.76,132.96,0.2,2.0,Why?
35401,PS5,3,134.36,141.56,7.2,2.0,"Yeah, because they're not like good, like the conditions are not good in terms of like, payment, like salary."
35401,PS5,3,141.88,145.32,3.44,2.0,"Yeah, or like harassment."
35401,PS5,3,145.64,146.52,0.88,3.0,Or environment.
35401,PS5,3,146.64,155.28,8.64,2.0,"Environment or yeah, like or because they've decided that they don't like that anymore."
35401,PS5,3,155.96,156.2,0.24,1.0,Yeah.
35401,PS5,3,156.2,163.44,7.24,1.0,But imagine that the OK that everything like so the salary is good.
35401,PS5,3,164.44,170.64,6.2,1.0,"I mean, I think we'll have to start with that because like because otherwise could be the."
35401,PS5,3,170.64,172.88,2.24,3.0,"One thing, yeah, yeah, we need to start with the Y Yeah."
35401,PS5,3,173.24,173.4,0.16,3.0,So.
35401,PS5,3,173.68,175.44,1.76,1.0,"Yeah, like in the sense that I think."
35401,PS5,3,175.8,177.04,1.24,2.0,Maybe just like assume?
35401,PS5,3,177.04,179.24,2.2,1.0,Assume that the conditions are OK.
35401,PS5,3,179.56,179.84,0.28,2.0,Yeah.
35401,PS5,3,180.56,188.32,7.76,1.0,"And you are, I don't know, a valuable, talented person who has, I don't know, physicist or something like that."
35401,PS5,3,191.16,193.36,2.2,1.0,"And yeah, and you just decide to leave."
35401,PS5,3,193.6,194.44,0.84,1.0,But why do you think?
35401,PS5,3,195.2,198.44,3.24,2.0,So it could be because you're it's a good company.
35401,PS5,3,198.6,200.08,1.48,1.0,You have a good environment.
35401,PS5,3,200.08,200.88,0.8,2.0,"Yeah, everything."
35401,PS5,3,201.08,205.72,4.64,2.0,But like you feel like you could be more and they don't have the resources to give with us.
35401,PS5,3,206.44,207.44,1.0,2.0,So everything's good.
35401,PS5,3,207.44,211.44,4.0,2.0,But you cannot like grow.
35401,PS5,3,211.48,212.04,0.56,2.0,Grow.
35401,PS5,3,212.16,212.96,0.8,2.0,"Yeah, exactly."
35401,PS5,3,213.16,221.96,8.8,2.0,"So you may be want to go to another place, but how do you do in a creative way?"
35401,PS5,3,222.36,222.72,0.36,3.0,You are.
35401,PS5,3,223.64,227.6,3.96,1.0,Are you giving more freedom or to freedom like of?
35401,PS5,3,229.72,231.84,2.12,3.0,Freedom to choose or.
35401,PS5,3,232.24,232.32,0.08,2.0,To.
35401,PS5,3,232.32,232.8,0.48,1.0,Do to.
35401,PS5,3,232.92,233.76,0.84,3.0,Do their work.
35401,PS5,3,234.68,240.32,5.64,1.0,Maybe giving more freedom of management like their ideas?
35401,PS5,3,240.52,243.76,3.24,3.0,Remove certain limitation on how their ideas are going to work.
35401,PS5,3,245.0,247.8,2.8,1.0,I mean living more.
35401,PS5,3,247.8,249.04,1.24,1.0,I don't know how to say.
35401,PS5,3,249.04,254.08,5.04,1.0,It's like living them more freedom of doing stuff.
35401,PS5,3,254.48,260.2,5.72,1.0,So instead of like you have to do this in this particular way maybe?
35401,PS5,3,261.0,261.64,0.64,3.0,You have this like.
35401,PS5,3,261.64,262.92,1.28,1.0,"That's tricky, actually."
35401,PS5,3,263.76,267.72,3.96,3.0,"Because this is a broad question, yeah, could be anything."
35401,PS5,3,267.72,268.8,1.08,3.0,The reason they're living?
35401,PS5,3,270.72,273.76,3.04,1.0,"We'll have 7 minutes, no pressure."
35401,PS5,3,277.24,277.88,0.64,3.0,I am.
35401,PS5,3,281.32,283.16,1.84,2.0,Could you like implement some kind of?
35401,PS5,3,283.16,286.08,2.92,2.0,I don't know.
35401,PS5,3,290.4,291.2,0.8,1.0,Like bonus.
35401,PS5,3,291.2,303.68,12.48,2.0,Like bonus or like maybe you can like leave your requests for like improvement within the company every month or I don't know.
35401,PS5,3,305.44,305.8,0.36,3.0,Yeah.
35401,PS5,3,306.4,312.6,6.2,2.0,Or like improvement in like many areas because you could be like salary wise or like more responsibility.
35401,PS5,3,312.6,317.2,4.6,2.0,Maybe you want more responsibility and they're not giving it to you or like things like that.
35401,PS5,3,317.96,319.44,1.48,2.0,"I don't know how creative that is, but."
35401,PS5,3,320.76,322.16,1.4,3.0,Giving room to be heard.
35401,PS5,3,322.56,323.52,0.96,2.0,"Yeah, exactly."
35401,PS5,3,323.52,335.92,12.4,2.0,"And like maybe not like personal way because maybe that would create more like problems, but like in AI don't."
35401,PS5,3,337.08,337.68,0.6,3.0,Want for this?
35401,PS5,3,337.88,338.16,0.28,3.0,Yeah.
35401,PS5,3,338.28,340.04,1.76,2.0,"Yeah, yeah."
35401,PS5,3,340.72,345.32,4.6,3.0,"OK, I'm going to write it giving giving."
35401,PS5,3,345.32,347.88,2.56,2.0,"We can think about other things in the meantime, OK?"
35401,PS5,3,362.28,369.32,7.04,1.0,"And a budget for it, like it could be a budget within the company for new ideas."
35401,PS5,3,369.36,369.68,0.32,1.0,"Yeah, yeah."
35401,PS5,3,370.08,370.52,0.44,3.0,"Yeah, yeah."
35401,PS5,3,371.36,372.2,0.84,2.0,I like that budget.
35401,PS5,3,372.48,373.8,1.32,2.0,"Yeah, it could be."
35401,PS5,3,373.8,374.8,1.0,3.0,"OK, so."
35401,PS5,3,375.12,375.4,0.28,2.0,Yeah.
35401,PS5,3,375.64,391.08,15.44,3.0,In a form of budget for a budget to make their their and they're one they're inside they're to.
35401,PS5,3,392.56,400.2,7.64,1.0,It could be in the form of of budget to make their budget to implement.
35401,PS5,3,400.44,405.48,5.04,1.0,I would say budget to implement to the best new ideas.
35401,PS5,3,406.48,407.16,0.68,3.0,No ideas.
35401,PS5,3,408.2,414.88,6.68,1.0,"So for example, it could be like monthly meeting or something like that to brainstorm more like talk about."
35401,PS5,3,415.4,415.72,0.32,2.0,Yeah.
35401,PS5,3,416.16,432.4,16.24,2.0,"And if this hasn't been fulfilled in like X amount of months, then you can like you have to give the the company a bit of time for them to like, implement this, right Or not like would you say like."
35401,PS5,3,432.52,435.96,3.44,2.0,So imagine I want to leave and I go to this meeting.
35401,PS5,3,435.96,441.8,5.84,2.0,"I say I want more, I don't know, more power."
35401,PS5,3,442.92,452.16,9.24,2.0,"And then they cannot give it to you like maybe next day or maybe they could give it to you over the like the course of like one or two months and then like, if not you live."
35401,PS5,3,453.04,455.92,2.88,1.0,"I was thinking more about, you know, instead of a power like."
35401,PS5,3,456.92,460.24,3.32,2.0,"No, I say power but like I mean like for example salary or."
35401,PS5,3,460.48,460.88,0.4,1.0,Whatever.
35401,PS5,3,460.92,477.04,16.12,1.0,"Yeah, but they was thinking more about like some ideas that could benefit the the company that you know that they they weren't supposed to be running and there is no budget for it to be running."
35401,PS5,3,477.52,486.64,9.12,1.0,"But you come up with this that will improve the company and then there's a bad a safe budget for that and then you can I meant that, but."
35401,PS5,3,487.44,489.64,2.2,2.0,Is it going to like prevent people leaving though?
35401,PS5,3,489.96,501.92,11.96,1.0,"Or like, I mean, if they are leaving because they are not hurt about like their ideas, but in this case if they are leaving because they are not well paid, then obviously they will leave anyway, yeah."
35401,PS5,3,517.26,518.82,1.56,3.0,Anything to add?
35401,PS5,3,518.94,528.14,9.2,2.0,"Should we add at the beginning that we're considering like perfect, like not perfect, but like they have good salary?"
35401,PS5,3,528.3,529.54,1.24,1.0,"Yeah, context like."
35401,PS5,3,529.66,530.18,0.52,1.0,"Yeah, exactly."
35401,PS5,3,537.48,538.48,1.0,3.0,Where I.
35401,PS5,3,538.48,545.12,6.64,1.0,Where employees have a good salary and environmental.
35401,PS5,3,548.04,552.36,4.32,2.0,And they're not happy because they don't.
35401,PS5,3,553.0,554.76,1.76,2.0,They don't think their ideas are.
35401,PS5,3,555.2,555.44,0.24,1.0,Yeah.
35401,PS5,3,555.88,558.48,2.6,3.0,Make hands their idea.
35401,PS5,3,562.36,578.44,16.08,3.0,It's not to be an ER here for it.
35401,PS5,3,582.12,582.36,0.24,1.0,Nice.
35401,PS5,3,583.44,584.76,1.32,3.0,"Nice, nice."
35401,PS5,3,586.36,589.84,3.48,3.0,"I mean, the first question was singing in the shower and then the second question was this."
34250,PS3,3,8.36,11.68,3.32,3.0,"OK, let's let's type is good at the right thing."
34250,PS3,3,11.96,12.44,0.48,1.0,One right?
34250,PS3,3,13.6,14.08,0.48,1.0,Just lazy.
34250,PS3,3,14.28,17.64,3.36,3.0,Go ahead.
34250,PS3,3,18.24,20.04,1.8,1.0,"Go ahead, go."
34250,PS3,3,22.08,22.28,0.2,3.0,Ahead.
34250,PS3,3,22.28,22.6,0.32,3.0,Go ahead.
34250,PS3,3,22.76,23.84,1.08,3.0,"OK, It's great."
34250,PS3,3,24.08,24.64,0.56,3.0,It's really fun.
34250,PS3,3,24.64,27.08,2.44,3.0,"Vanessa, let's stop creating you now."
34250,PS3,3,27.08,28.32,1.24,3.0,Nurse is very creative.
34250,PS3,3,28.32,28.64,0.32,3.0,Yeah.
34250,PS3,3,28.8,31.12,2.32,3.0,"You know, I don't know if we can go crazy, we can go crazy."
34250,PS3,3,31.84,32.72,0.88,1.0,Yesterday there was no.
34250,PS3,3,32.72,33.68,0.96,3.0,"Structure, yeah."
34250,PS3,3,35.56,39.04,3.48,1.0,"They were thinking like, OK, So what are the implications of saying the word sorry?"
34250,PS3,3,56.84,58.88,2.04,3.0,"OK, one is way."
34250,PS3,3,59.08,61.44,2.36,3.0,Instead of sorry we can invent a new word.
34250,PS3,3,61.92,69.28,7.36,3.0,"So instead of sorry we can say store those sururi or something, you know a new word."
34250,PS3,3,69.52,70.72,1.2,3.0,So we can replace the word.
34250,PS3,3,70.72,71.68,0.96,3.0,How does that sound?
34250,PS3,3,73.04,75.36,2.32,3.0,So sorry is going to be replaced with another word.
34250,PS3,3,76.16,80.24,4.08,3.0,So we can completely ban the word sorry and replace.
34250,PS3,3,83.0,84.12,1.12,1.0,"Oh, gesture."
34250,PS3,3,85.52,86.08,0.56,3.0,"Oh, OK."
34250,PS3,3,86.2,98.12,11.92,1.0,"So, so we encourage that instead of saying that we're sorry, you slap the gun and."
34250,PS3,3,100.64,102.76,2.12,3.0,Suggest to suggest #1 OK.
34250,PS3,3,103.4,104.6,1.2,2.0,Are we supposed to come up with a bunch?
34250,PS3,3,104.68,108.4,3.72,1.0,"Of yeah, we just need 111 good one, but just one, this is real."
34250,PS3,3,108.4,110.16,1.76,1.0,"And then we just said one, one was 1."
34250,PS3,3,110.72,111.76,1.04,3.0,Should we said that?
34250,PS3,3,111.8,112.8,1.0,3.0,"OK, so we said that."
34250,PS3,3,113.0,116.84,3.84,3.0,"Maybe, just maybe, we replace the word with another."
34250,PS3,3,116.84,118.44,1.6,1.0,Word one other way.
34250,PS3,3,119.76,121.48,1.72,1.0,The word sounds a bit like funky.
34250,PS3,3,121.48,122.84,1.36,1.0,Does it like sunny or something?
34250,PS3,3,123.36,124.76,1.4,3.0,"That doesn't, yeah."
34250,PS3,3,125.0,125.68,0.68,1.0,"Yeah, we can do that."
34250,PS3,3,125.68,126.08,0.4,1.0,We can do that.
34250,PS3,3,130.04,131.52,1.48,1.0,Let's see what this is harder than today.
34250,PS3,3,131.52,132.12,0.6,1.0,Just ban.
34250,PS3,3,132.36,134.04,1.68,2.0,People from talking all together.
34250,PS3,3,134.96,135.12,0.16,3.0,Yeah.
34250,PS3,3,135.48,136.48,1.0,3.0,"Oh, completely ban."
34250,PS3,3,136.6,137.68,1.08,3.0,Completely Ban is OK.
34250,PS3,3,137.72,144.6,6.88,3.0,"Oh my goodness, no."
34250,PS3,3,144.6,145.52,0.92,3.0,The most.
34250,PS3,3,145.52,149.44,3.92,1.0,Creative is why is a pandemic an issue You think about it.
34250,PS3,3,149.76,150.6,0.84,2.0,It's spread.
34250,PS3,3,150.72,151.64,0.92,2.0,"I mean, you don't have."
34250,PS3,3,151.64,153.0,1.36,1.0,"To yeah, you need to reduce."
34250,PS3,3,153.0,153.48,0.48,1.0,You don't have to.
34250,PS3,3,153.52,154.52,1.0,1.0,"Come on, you want it, right?"
34250,PS3,3,156.08,160.2,4.12,3.0,"Yeah, but but this is not the only way to get transmitted by saying the word."
34250,PS3,3,160.2,161.64,1.44,3.0,So they like that's what you say.
34250,PS3,3,161.64,161.8,0.16,3.0,Sorry.
34250,PS3,3,163.24,163.76,0.52,1.0,What is your way?
34250,PS3,3,163.76,165.36,1.6,1.0,"You say sorry, you say sorry and you're like."
34250,PS3,3,169.2,170.0,0.8,3.0,Excuse me.
34250,PS3,3,170.0,170.48,0.48,3.0,Excuse me?
34250,PS3,3,170.68,171.08,0.4,1.0,"Yeah, you're."
34250,PS3,3,172.12,175.56,3.44,3.0,"Still saying, sorry, we say, excuse me, but it's not very creative."
34250,PS3,3,175.56,176.36,0.8,3.0,It's not very creative.
34250,PS3,3,176.4,177.12,0.72,3.0,Not very creative.
34250,PS3,3,177.24,178.44,1.2,3.0,"It's very creative, yeah."
34250,PS3,3,178.84,180.52,1.68,1.0,"Yeah, yeah, yeah."
34250,PS3,3,180.56,180.72,0.16,1.0,It's.
34250,PS3,3,180.8,181.44,0.64,3.0,Very creative.
34250,PS3,3,181.72,182.68,0.96,3.0,"Oh yeah, the gesture."
34250,PS3,3,182.68,185.68,3.0,3.0,"You said we can do it just, but this is creative."
34250,PS3,3,187.52,188.44,0.92,1.0,It's just replacing.
34250,PS3,3,188.44,189.56,1.12,1.0,"Sorry, something basically."
34250,PS3,3,189.56,193.52,3.96,1.0,Now let me think how do you replace OK this or maybe?
34250,PS3,3,193.52,194.76,1.24,3.0,"You whistle, you whistle."
34250,PS3,3,195.04,195.68,0.64,1.0,You whistle.
34250,PS3,3,203.84,204.08,0.24,3.0,How long?
34250,PS3,3,204.84,212.88,8.04,2.0,"With a vaccine reduces spread, so when you get injected with the vaccine, even if you say sorry, it doesn't."
34250,PS3,3,213.64,213.88,0.24,1.0,Spread.
34250,PS3,3,214.6,215.16,0.56,3.0,Yeah.
34250,PS3,3,215.2,227.0,11.8,1.0,"Yeah, you can do like this, but you know, like how cars when you say sorry, you know, like when you drive you say sorry about like that or like flash the double that's replacement, obviously replace sorry."
34250,PS3,3,229.92,231.24,1.32,3.0,How about two minutes left?
34250,PS3,3,231.24,231.52,0.28,3.0,How about?
34250,PS3,3,231.56,232.4,0.84,1.0,2 minutes.
34250,PS3,3,232.48,233.32,0.84,1.0,"Sorry, a lot of time."
34250,PS3,3,233.32,233.48,0.16,1.0,What?
34250,PS3,3,234.32,235.64,1.32,2.0,But you don't stop me anything.
34250,PS3,3,236.24,236.44,0.2,1.0,I don't.
34250,PS3,3,237.16,240.28,3.12,3.0,"Know, yeah, OK."
34250,PS3,3,240.52,241.4,0.88,1.0,"Wait, so you so."
34250,PS3,3,242.44,243.0,0.56,3.0,That that OK.
34250,PS3,3,244.76,247.12,2.36,1.0,"Sorry, the spreading mechanism is sorry."
34250,PS3,3,247.64,251.28,3.64,3.0,"OK, so it's a fine 1000 pound 1000."
34250,PS3,3,257.32,260.2,2.88,2.0,Put posters up that say remember not to say.
34250,PS3,3,260.48,260.64,0.16,1.0,Sorry.
34250,PS3,3,260.88,263.08,2.2,3.0,"But yeah, answers."
34250,PS3,3,264.04,264.48,0.44,1.0,I know.
34250,PS3,3,265.76,267.36,1.6,1.0,"So you wear this thing creative, right?"
34250,PS3,3,267.36,270.36,3.0,1.0,"Because to say sorry, your tongue has to go back."
34250,PS3,3,270.6,273.28,2.68,1.0,"So you wear this little thing on your tongue that says sorry, sorry."
34250,PS3,3,274.04,274.92,0.88,1.0,So I can't do.
34250,PS3,3,275.44,276.04,0.6,3.0,It.
34250,PS3,3,282.6,286.16,3.56,1.0,So the medicine will be this little thing that gets stuck on your thumb.
34250,PS3,3,307.92,338.0,30.08,1.0,"Yes, attach to attach to everybody's tongue, everybody's tongue that prevents, prevents them from retracting, retracting their tongues when they say sorry, something like that."
34250,PS3,3,338.48,338.96,0.48,2.0,"Yeah, sounds."
35282,PS2,6,0.2,0.96,0.76,1.0,"OK, for."
35282,PS2,6,1.16,1.68,0.52,2.0,Right.
35282,PS2,6,6.04,6.4,0.36,1.0,Oh.
35282,PS2,6,9.48,9.72,0.24,2.0,OK.
35282,PS2,6,9.76,23.4,13.64,2.0,"I think, well, my number one point would be you need to know what the vulnerable areas are and you need to have a good plan of what are your costs, what are your intentions and kind of what are your schedules."
35282,PS2,6,23.4,25.48,2.08,2.0,"Because if you don't know them, then you don't know that it's wrong."
35282,PS2,6,26.16,26.4,0.24,3.0,Yeah.
35282,PS2,6,34.72,34.88,0.16,1.0,None.
35282,PS2,6,59.12,59.76,0.64,2.0,Anything else?
35282,PS2,6,59.76,65.44,5.68,4.0,"You want to say, I think you can have like a really strict discipline program, but if it's creative, you can have like."
35282,PS2,6,66.0,69.04,3.04,3.0,A man in the manufacturing plant with Icane.
35282,PS2,6,69.04,70.24,1.2,4.0,And he hits you if you're.
35282,PS2,6,71.2,72.76,1.56,3.0,Not being efficient or not?
35282,PS2,6,72.76,72.96,0.2,4.0,If you're.
35282,PS2,6,73.16,74.24,1.08,3.0,Costing too much money?
35282,PS2,6,77.08,79.24,2.16,2.0,Do you want a physical like a literal man?
35282,PS2,6,79.48,80.76,1.28,4.0,A physical constraint.
35282,PS2,6,80.84,82.88,2.04,3.0,And like restriction on what's happening.
35282,PS2,6,83.36,84.0,0.64,5.0,That is creative.
35282,PS2,6,85.6,87.16,1.56,4.0,Because if I was working in a warehouse.
35282,PS2,6,87.24,88.52,1.28,2.0,Isn't that slavery?
35282,PS2,6,88.92,89.76,0.84,4.0,"No, not necessarily."
35282,PS2,6,89.76,90.12,0.36,4.0,I didn't.
35282,PS2,6,90.16,91.2,1.04,3.0,"Pay for it, yeah."
35282,PS2,6,91.76,97.68,5.92,4.0,I if I was working in a warehouse and I was trying to like keep my costs down and work efficiently if there was someone walking around with like if.
35282,PS2,6,97.8,99.96,2.16,3.0,A cane or a whip that would whip and hit me.
35282,PS2,6,99.96,100.52,0.56,3.0,I'd be like.
35282,PS2,6,102.0,104.0,2.0,2.0,Misbehaviour slash miss.
35282,PS2,6,105.44,107.6,2.16,2.0,Inefficient working?
35282,PS2,6,107.68,111.04,3.36,2.0,"Yeah, it's a lot harder to think of ideas when you're writing."
35282,PS2,6,116.36,118.96,2.6,2.0,Why don't we just strengthen the errors that are vulnerable?
35282,PS2,6,118.96,121.8,2.84,2.0,Like put the effort into the errors that are vulnerable.
35282,PS2,6,123.96,124.64,0.68,6.0,How would that be?
35282,PS2,6,125.52,125.8,0.28,2.0,Creative.
35282,PS2,6,125.8,128.08,2.28,2.0,"Oh, I'm just saying as a like, I'm not coming up with an idea."
35282,PS2,6,128.08,130.76,2.68,2.0,I'm just saying what what needs to be targeted.
35282,PS2,6,141.32,142.76,1.44,4.0,"You could like, hire people."
35282,PS2,6,142.76,148.8,6.04,3.0,If their 100 meter time is under 11 seconds as a requisite because then they.
35282,PS2,6,148.8,149.12,0.32,4.0,'D.
35282,PS2,6,149.12,150.72,1.6,3.0,Be like quicker moving around and doing stuff.
35282,PS2,6,155.2,160.8,5.6,6.0,Maybe you could form alliances with sea pirates or pirates.
35282,PS2,6,162.24,162.48,0.24,5.0,Pirates.
35282,PS2,6,163.32,163.88,0.56,2.0,Good wall.
35282,PS2,6,164.4,164.64,0.24,3.0,Yeah.
35282,PS2,6,165.28,166.6,1.32,3.0,Do you hire sea pirates?
35282,PS2,6,166.84,167.12,0.28,3.0,Yeah.
35282,PS2,6,167.92,169.72,1.8,6.0,"For your shipments, cargo shipments."
35282,PS2,6,170.0,170.56,0.56,3.0,"Yeah, yeah."
35282,PS2,6,170.56,171.0,0.44,3.0,I like that.
35282,PS2,6,171.0,171.68,0.68,3.0,Like protection.
35282,PS2,6,171.88,172.56,0.68,3.0,"Yeah, yeah."
35282,PS2,6,173.24,176.04,2.8,6.0,Not just protection planning of CEO as well.
35282,PS2,6,177.44,185.76,8.32,2.0,"Yeah, supply."
35282,PS2,6,185.92,190.2,4.28,2.0,Could we cut down the chain so that it's not as long so less people are dependent?
35282,PS2,6,194.4,195.04,0.64,5.0,Go straight into.
35282,PS2,6,195.16,195.6,0.44,6.0,Producers.
35282,PS2,6,203.4,211.32,7.92,2.0,"Because they always say if you get the work done yourself, then you're probably going to do a better job, right?"
35282,PS2,6,211.44,214.0,2.56,2.0,Supply chain security.
35282,PS2,6,220.68,221.88,1.2,2.0,I don't really like this one.
35282,PS2,6,222.6,224.92,2.32,4.0,"Well, security just means that I'm keeping the costs low."
35282,PS2,6,224.92,224.96,0.04,4.0,I.
35282,PS2,6,225.32,226.6,1.28,3.0,Don't think on schedule I guess.
35282,PS2,6,226.72,229.48,2.76,3.0,So how do you stop uncontrolled costs?
35282,PS2,6,234.44,239.28,4.84,5.0,Lower the wages or something if you're hitting people's.
35282,PS2,6,240.88,242.72,1.84,2.0,"Because at the end of the day, someone needs a job."
35282,PS2,6,242.72,244.16,1.44,2.0,They're going to work anyway.
35282,PS2,6,244.16,244.4,0.24,2.0,"Yeah, you."
35282,PS2,6,245.24,245.4,0.16,1.0,Just.
35282,PS2,6,247.2,248.28,1.08,5.0,Leave poor working conditions.
35282,PS2,6,248.96,249.24,0.28,3.0,Yeah.
35282,PS2,6,250.68,252.56,1.88,4.0,But then you you get people that are really committed.
35282,PS2,6,252.56,253.48,0.92,3.0,To the job as well.
35282,PS2,6,254.4,255.52,1.12,2.0,Because if you leave if.
35282,PS2,6,255.52,256.76,1.24,3.0,There was physical abuse.
35282,PS2,6,257.32,257.92,0.6,4.0,And people that really.
35282,PS2,6,257.92,261.32,3.4,3.0,Love the job I'm good at it might be like OK I can stay because I know I'm good.
35282,PS2,6,261.32,261.92,0.6,3.0,I'm not.
35282,PS2,6,262.76,263.08,0.32,2.0,Yeah.
35282,PS2,6,263.08,269.0,5.92,2.0,So then then they will withstand hardship.
35282,PS2,6,269.6,269.84,0.24,3.0,Yeah.
35282,PS2,6,291.16,291.92,0.76,1.0,Creative.
35282,PS2,6,291.92,292.56,0.64,2.0,Way so.
35282,PS2,6,300.35,302.75,2.4,4.0,"OK, we've got a couple of ideas, but we all just say which one we."
35282,PS2,6,302.75,304.59,1.84,3.0,Think is the best and then expand on.
35282,PS2,6,306.23,309.03,2.8,3.0,I think the physical discipline is the best one.
35282,PS2,6,309.99,310.67,0.68,3.0,Which do you think the?
35282,PS2,6,311.83,312.47,0.64,6.0,Pirates.
35282,PS2,6,313.8,315.36,1.56,3.0,We're going to need some deciders which do.
35282,PS2,6,315.36,321.76,6.4,2.0,You think have Well is is physical creative if it's already been used in the past?
35282,PS2,6,322.0,322.72,0.72,4.0,"Well, it is because."
35282,PS2,6,322.88,324.48,1.6,3.0,It was discontinued and.
35282,PS2,6,324.48,325.0,0.52,4.0,So now it's.
35282,PS2,6,325.0,328.72,3.72,3.0,Seen as like taboo to die so now it's.
35282,PS2,6,329.12,330.6,1.48,6.0,It's nostalgic and not creative.
35282,PS2,6,330.6,330.64,0.04,6.0,I.
35282,PS2,6,332.44,333.4,0.96,2.0,Don't think we've done.
35282,PS2,6,333.84,339.28,5.44,3.0,Break a taboo is creative OK?
35282,PS2,6,339.72,340.16,0.44,2.0,I don't know.
35282,PS2,6,340.16,341.28,1.12,2.0,I think we had the.
35282,PS2,6,343.44,345.12,1.68,2.0,I don't think any of them are that creative.
35282,PS2,6,345.12,347.04,1.92,2.0,"Like let's, let's think bigger, OK?"
35282,PS2,6,349.16,349.44,0.28,3.0,Like.
35282,PS2,6,351.36,353.0,1.64,2.0,"I don't like the question, if I'm honest."
35282,PS2,6,357.76,368.12,10.36,2.0,"I mean, your biggest abstract idea here would be don't care about the money and don't care about being on time because you can't, you can't write about that."
35282,PS2,6,368.12,379.08,10.96,2.0,"But just the whole idea of, well, why put the pressure on the costs and the schedules and let's make everyone happy, Print more money, not be bothered about it and just get rid of the whole system."
35282,PS2,6,379.08,382.36,3.28,2.0,That means you have to worry about earning money.
35282,PS2,6,382.68,384.4,1.72,3.0,Unfortunately make it quite insecure.
35282,PS2,6,389.96,392.4,2.44,2.0,This will be just be a very different system to what we live in now.
35282,PS2,6,392.4,396.0,3.6,2.0,"But you'd have to revolutionize the whole, you know?"
35282,PS2,6,397.16,398.32,1.16,4.0,Where to say just completely?
35282,PS2,6,398.36,399.96,1.6,3.0,Make money to fund.
35282,PS2,6,400.48,400.84,0.36,2.0,Yeah.
35282,PS2,6,401.32,403.16,1.84,3.0,And just go out to a barter system.
35282,PS2,6,403.16,405.2,2.04,3.0,"But that was done in the past, and so it was done in the past."
35282,PS2,6,405.2,406.32,1.12,1.0,Exactly.
35282,PS2,6,411.88,412.6,0.72,2.0,Would you like to?
35282,PS2,6,412.6,413.0,0.4,4.0,Go with.
35282,PS2,6,413.6,415.84,2.24,3.0,"Under 100 meters, I can run 100 meters quickly."
35282,PS2,6,416.84,418.28,1.44,4.0,Anyone have big objections to that one?
35282,PS2,6,419.76,422.4,2.64,2.0,I think the physical empowerment 1 is a good idea if I'm honest.
35282,PS2,6,422.4,426.48,4.08,2.0,"Like it's going to make people work, but we want to agree on something."
35282,PS2,6,428.2,436.96,8.76,6.0,"Everything from your producers, from where the farm, everywhere from the shipping process to manufacture."
35282,PS2,6,436.96,437.08,0.12,4.0,Yeah.
35282,PS2,6,437.08,437.48,0.4,4.0,So if you're.
35282,PS2,6,437.48,438.72,1.24,6.0,Saying it reaches the customer.
35282,PS2,6,439.04,442.16,3.12,4.0,"Yeah, we, if you like, go to your supplier and say how fast your work is."
35282,PS2,6,442.76,444.44,1.68,4.0,They need to be able to wear 100 metres.
35282,PS2,6,444.44,445.32,0.88,3.0,And 11 seconds.
35282,PS2,6,445.64,448.12,2.48,2.0,But is that a transferable skill to farming?
35282,PS2,6,448.64,449.28,0.64,3.0,"Yeah, I would say."
35282,PS2,6,449.32,449.8,0.48,2.0,So you think so?
35282,PS2,6,449.96,450.28,0.32,2.0,OK.
35282,PS2,6,451.6,453.04,1.44,4.0,If you can run around a farm quicker.
35282,PS2,6,453.88,455.8,1.92,2.0,"Yeah, I'm not like, genuinely asking."
35282,PS2,6,455.8,456.8,1.0,2.0,"Yeah, if so."
35282,PS2,6,457.28,460.96,3.68,3.0,More physically capable of working on a farm then absolutely your output's going to be.
35282,PS2,6,462.04,465.84,3.8,6.0,"High, I'll give an example of vulnerability within a supply chain."
